longest_traffic_jam
71,67,16.85
71,68,20.2
71,69,17.9
71,70,16.05
71,71,16.95
71,72,16.9
71,73,16.15
71,74,15.25
71,75,15.8
72,55,20.6
72,56,20.4
72,57,20.1
72,58,20.15
72,59,21.25
72,60,21.0
72,61,17.35
72,62,19.95
72,63,17.8
72,64,17.9
72,65,19.2
72,66,17.1
72,67,16.7
72,68,18.5
72,69,16.7
72,70,16.9
72,71,17.9
72,72,15.65
72,73,15.65
72,74,16.25
72,75,17.05
73,55,21.7
73,56,21.8
73,57,20.15
73,58,20.15
73,59,20.1
73,60,17.55
73,61,16.9
73,62,18.5
73,63,19.15
73,64,19.95
73,65,17.05
73,66,17.85
73,67,15.95
73,68,18.55
73,69,17.45
73,70,17.0
73,71,16.8
73,72,14.2
73,73,15.4
73,74,14.9
73,75,17.25
74,55,21.85
74,56,19.75
74,57,19.4
74,58,19.4
74,59,19.95
74,60,18.7
74,61,18.1
74,62,17.85
74,63,17.5
74,64,19.2
74,65,17.25
74,66,17.35
74,67,19.2
74,68,17.15
74,69,17.65
74,70,17.55
74,71,17.05
74,72,16.1
74,73,15.6
74,74,15.15
74,75,16.3
75,55,19.1
75,56,20.0
75,57,19.95
75,58,20.2
75,59,21.4
75,60,21.3
75,61,22.15
75,62,17.7
75,63,20.45
75,64,18.95
75,65,17.85
75,66,15.65
75,67,16.0
75,68,17.2
75,69,19.3
75,70,16.0
75,71,16.2
75,72,16.5
75,73,14.2
75,74,16.4
75,75,15.15
